id	surface	hanja	gloss	level	created	source
312	고수머리		wool		2006-01-16T09:52:46Z	engdic-203510@ezcorean:203510
313	고액 의료비 보험		majormedical		2006-01-16T09:52:46Z	engdic-109937@ezcorean:109937
314	고양이 출입문		cat door		2006-01-16T09:52:46Z	engdic-23379@ezcorean:23379
315	고역을 강제당하다		be chained to the  oar		2006-01-16T09:52:46Z	engdic-123727@ezcorean:123727
316	고장		foulup		2006-01-16T09:52:46Z	engdic-71648@ezcorean:71648
317	고장나서		fritz		2006-01-16T09:52:46Z	engdic-72927@ezcorean:72927
318	고주파로 파괴하다		fulgurate		2006-01-16T09:52:46Z	engdic-73444@ezcorean:73444
319	고지의 영장		scirefacias		2006-01-16T09:52:46Z	engdic-163049@ezcorean:163049
320	고층화 하다		Manhattanize		2006-01-16T09:52:46Z	engdic-110571@ezcorean:110571
321	곡물의 제물		meal offering		2006-01-16T09:52:46Z	engdic-112439@ezcorean:112439
322	곤경에 빠져		in the  soup		2006-01-16T09:52:46Z	engdic-172861@ezcorean:172861
323	곤경에 빠져서		in deep  water		2006-01-16T09:52:46Z	engdic-200441@ezcorean:200441
324	곤경에 빠지다		get into hot  water		2006-01-16T09:52:46Z	engdic-200436@ezcorean:200436
325	곤드레 만드레 취하여		drunk as a  lord		2006-01-16T09:52:46Z	engdic-108013@ezcorean:108013
326	곤란하여		at a  loss		2006-01-16T09:52:46Z	engdic-108093@ezcorean:108093
327	곤란해서		in  trouble		2006-01-16T09:52:46Z	engdic-190102@ezcorean:190102
328	곧 눈에 띄다		leap		2006-01-16T09:52:46Z	engdic-104910@ezcorean:104910
329	곧이 듣다		lap		2006-01-16T09:52:46Z	engdic-103950@ezcorean:103950
330	골동품		knickknack		2006-01-16T09:52:46Z	engdic-102739@ezcorean:102739
331	골동품		articles (objects) of  virtu		2006-01-16T09:52:46Z	engdic-198429@ezcorean:198429
332	골라내다		mark		2006-01-16T09:52:46Z	engdic-111153@ezcorean:111153
333	골라내다		winnow		2006-01-16T09:52:46Z	engdic-203061@ezcorean:203061
334	골무		thimble		2006-01-16T09:52:46Z	engdic-185080@ezcorean:185080
335	골을 끼다		tree		2006-01-16T09:52:46Z	engdic-189236@ezcorean:189236
336	골짜기		flume		2006-01-16T09:52:46Z	engdic-69621@ezcorean:69621
337	곰 놀리기		bearbaiting		2006-01-16T09:52:46Z	engdic-12060@ezcorean:12060
338	곱슬곱슬하게 되다		crisp		2006-01-16T09:52:46Z	engdic-43168@ezcorean:43168
339	곱슬곱슬하지 않은		lank		2006-01-16T09:52:46Z	engdic-103900@ezcorean:103900
340	공개 매입		takeover bid		2006-01-16T09:52:46Z	engdic-182390@ezcorean:182390
341	공개 시장 조작		openmarket operation		2006-01-16T09:52:46Z	engdic-125485@ezcorean:125485
342	공개일		open house		2006-01-16T09:52:46Z	engdic-125450@ezcorean:125450
343	공격하다		light		2006-01-16T09:52:46Z	engdic-106064@ezcorean:106064
344	공공 집회		Thing		2006-01-16T09:52:46Z	engdic-185112@ezcorean:185112
345	공급선		umbilical		2006-01-16T09:52:46Z	engdic-191770@ezcorean:191770
346	공기놀이		mig		2006-01-16T09:52:46Z	engdic-114627@ezcorean:114627
347	공기보다 무거운		heavierthanair		2006-01-16T09:52:46Z	engdic-84559@ezcorean:84559
348	공도		king's highway		2006-01-16T09:52:46Z	engdic-102447@ezcorean:102447
349	공동 작용할 수 있는		coordinated		2006-01-16T09:52:46Z	engdic-38857@ezcorean:38857
350	공동 집행인		coexecutor		2006-01-16T09:52:46Z	engdic-31995@ezcorean:31995
351	공동성명		joint		2006-01-16T09:52:46Z	engdic-100913@ezcorean:100913
352	공동성명		jointless		2006-01-16T09:52:46Z	engdic-100936@ezcorean:100936
353	공뢰		aerial  torpedo		2006-01-16T09:52:46Z	engdic-187606@ezcorean:187606
354	공모		public subscription		2007-01-31T08:55:47Z	joe-205703@ezcorean:205703
355	공모		conspiracy		2007-01-31T08:55:59Z	joe-205704@ezcorean:205704
356	공무원		public officer		2006-01-16T09:52:46Z	engdic-141751@ezcorean:141751
357	공문서서체		court hand		2006-01-16T09:52:46Z	engdic-41205@ezcorean:41205
358	공법률		public act		2006-01-16T09:52:46Z	engdic-141678@ezcorean:141678
359	공복		public  servant		2006-01-16T09:52:46Z	engdic-166066@ezcorean:166066
360	공손히		hat		2006-01-16T09:52:46Z	engdic-83669@ezcorean:83669
361	공유지		public land		2006-01-16T09:52:46Z	engdic-141738@ezcorean:141738
362	공익 사업		public  utility		2006-01-16T09:52:46Z	engdic-196017@ezcorean:196017
363	공인 주류 판매인		licensed		2006-01-16T09:52:46Z	engdic-105811@ezcorean:105811
364	공인주류 판매점		licensed		2006-01-16T09:52:46Z	engdic-105809@ezcorean:105809
365	공자리에서 치기 시작하다		tee		2006-01-16T09:52:46Z	engdic-183401@ezcorean:183401
366	공정선		production line		2006-01-16T09:52:46Z	engdic-139804@ezcorean:139804
367	공중 어뢰		hydrobomb		2006-01-16T09:52:46Z	engdic-89238@ezcorean:89238
368	공짜로 얻어먹는 사람		freeloader		2006-01-16T09:52:46Z	engdic-72381@ezcorean:72381
369	공채		public  loan		2006-01-16T09:52:46Z	engdic-107149@ezcorean:107149
370	공치는 방망이		mallet		2006-01-16T09:52:46Z	engdic-110240@ezcorean:110240
371	공판에 부치다		bring to (put on)  trial		2006-01-16T09:52:46Z	engdic-189412@ezcorean:189412
372	공표하다		make  known		2006-01-16T09:52:46Z	engdic-102961@ezcorean:102961
373	공해의 자유 항행권		freedom of the seas		2006-01-16T09:52:46Z	engdic-72309@ezcorean:72309
374	과거형만 있는		preteritive		2006-01-16T09:52:46Z	engdic-138461@ezcorean:138461
375	과격론자		fringer		2006-01-16T09:52:46Z	engdic-72875@ezcorean:72875
376	과관절		hock		2006-01-16T09:52:46Z	engdic-86731@ezcorean:86731
377	과녁 밖		outer		2006-01-16T09:52:46Z	engdic-126574@ezcorean:126574
378	과녁에 맞히다		hit a  target		2006-01-16T09:52:46Z	engdic-182904@ezcorean:182904
379	과녁에서 빗나간		beside the  mark		2006-01-16T09:52:46Z	engdic-111137@ezcorean:111137
380	과녁을 벗어나서		wide		2006-01-16T09:52:46Z	engdic-202533@ezcorean:202533
381	과수원		fruit ranch		2006-01-16T09:52:46Z	engdic-73277@ezcorean:73277
382	과육 채취기		pulper		2006-01-16T09:52:46Z	engdic-142087@ezcorean:142087
383	과일을 상식하는 동물		frugivore		2006-01-16T09:52:46Z	engdic-73229@ezcorean:73229
384	과잉 살상력		overkill		2006-01-16T09:52:46Z	engdic-127301@ezcorean:127301
385	과자 상자		tuckbox		2006-01-16T09:52:46Z	engdic-190606@ezcorean:190606
386	관악기		wind		2006-01-16T09:52:46Z	engdic-202848@ezcorean:202848
387	광궤		broad(narrow)  gauge		2006-01-16T09:52:46Z	engdic-75454@ezcorean:75454
388	광명		light		2006-01-16T09:52:46Z	engdic-106038@ezcorean:106038
389	광장		maidan		2006-01-16T09:52:46Z	engdic-109660@ezcorean:109660
390	광천수 마시는 홀		pump room		2006-01-16T09:52:46Z	engdic-142224@ezcorean:142224
391	광택		luster		2006-01-16T09:52:46Z	engdic-108847@ezcorean:108847
392	광택계		glossmeter		2006-01-16T09:52:46Z	engdic-77636@ezcorean:77636
393	괜찮음		tolerability		2006-01-16T09:52:46Z	engdic-187005@ezcorean:187005
394	괴로운 나머지		in  torture		2006-01-16T09:52:46Z	engdic-187685@ezcorean:187685
395	괴로움을 당하다		to  harm		2006-01-16T09:52:46Z	engdic-83445@ezcorean:83445
396	괴로움을 당하여		under the  Harrow		2006-01-16T09:52:46Z	engdic-83539@ezcorean:83539
397	괴롭히다		ratten		2006-01-16T09:52:46Z	engdic-146112@ezcorean:146112
398	괴롭히다		to bother, to smite, to tease		2009-03-27T09:55:27Z	engdic-170822@ezcorean:170822
399	교구 위원회		vestry		2006-01-16T09:52:46Z	engdic-197627@ezcorean:197627
400	교살당하다		kick the  wind		2006-01-16T09:52:46Z	engdic-202854@ezcorean:202854
401	교섭 위원		manager		2006-01-16T09:52:46Z	engdic-110424@ezcorean:110424
402	교수형		necktie party		2006-01-16T09:52:46Z	engdic-119383@ezcorean:119383
403	교외 산책의		freeair		2006-01-16T09:52:46Z	engdic-72266@ezcorean:72266
404	교전 중인		at  war		2006-01-16T09:52:46Z	engdic-199905@ezcorean:199905
405	교통 두절		tieup		2006-01-16T09:52:46Z	engdic-186133@ezcorean:186133
406	구경부를 싼 금속박		foil capsule		2006-01-16T09:52:46Z	engdic-70116@ezcorean:70116
407	구구하고 울다		chuck		2006-01-16T09:52:46Z	engdic-27780@ezcorean:27780
408	구두 도입 교수법		oral approach		2006-01-16T09:52:46Z	engdic-125815@ezcorean:125815
409	구멍 뚫는 기계		keypunch		2006-01-16T09:52:46Z	engdic-102102@ezcorean:102102
410	구멍선이 없는		imperforate		2006-01-16T09:52:46Z	engdic-91565@ezcorean:91565
411	구멍이 잘 안 뚫리는		punctureresistant		2006-01-16T09:52:46Z	engdic-142310@ezcorean:142310
412	구명대		life preserver		2006-01-16T09:52:46Z	engdic-105969@ezcorean:105969
413	구명망		life net		2006-01-16T09:52:46Z	engdic-105965@ezcorean:105965
414	구보		double  march		2006-01-16T09:52:46Z	engdic-110971@ezcorean:110971
415	구부러진 다리		cabriole		2006-01-16T09:52:46Z	engdic-19682@ezcorean:19682
416	구성		maiden name		2006-01-16T09:52:46Z	engdic-109680@ezcorean:109680
417	구성 요소		formative element		2006-01-16T09:52:46Z	engdic-71286@ezcorean:71286
418	구애하다		make		2006-01-16T09:52:46Z	engdic-110010@ezcorean:110010
419	구역제		zoning		2006-01-16T09:52:46Z	engdic-205061@ezcorean:205061
420	구직광고		want ad		2006-01-16T09:52:46Z	engdic-199873@ezcorean:199873
421	구충제		vermicide		2006-01-16T09:52:46Z	engdic-197359@ezcorean:197359
422	구폐		the old  leaven		2006-01-16T09:52:46Z	engdic-105012@ezcorean:105012
423	구형 자동차		vintage car		2006-01-16T09:52:46Z	engdic-198238@ezcorean:198238
424	구획하다		mark		2006-01-16T09:52:46Z	engdic-111158@ezcorean:111158
425	국가 사회주의		Hitlerism		2006-01-16T09:52:46Z	engdic-86613@ezcorean:86613
426	국가 사회주의자		Hitlerite		2006-01-16T09:52:46Z	engdic-86614@ezcorean:86614
427	국가 지방 공무원 조합		Nalgo, N.A.L.G.O		2006-01-16T09:52:46Z	engdic-118260@ezcorean:118260
428	국경 관할관		marcher		2006-01-16T09:52:46Z	engdic-110988@ezcorean:110988
429	국립 고등 학교		lycee		2006-01-16T09:52:46Z	engdic-108924@ezcorean:108924
430	국민당		kuomintang		2006-01-16T09:52:46Z	engdic-103107@ezcorean:103107
431	국사범		state		2006-01-16T09:52:46Z	engdic-175948@ezcorean:175948
432	국유재산		state		2006-01-16T09:52:46Z	engdic-175949@ezcorean:175949
433	국지전		limited		2006-01-16T09:52:46Z	engdic-106342@ezcorean:106342
434	군사 교련		military science		2006-01-16T09:52:46Z	engdic-114776@ezcorean:114776
435	군사 정보국		military intelligence		2006-01-16T09:52:46Z	engdic-114768@ezcorean:114768
436	군주		liege		2006-01-16T09:52:46Z	engdic-105906@ezcorean:105906
437	군호하다		sound		2006-01-16T09:52:46Z	engdic-172790@ezcorean:172790
438	굳게 지키다		hold		2006-01-16T09:52:46Z	engdic-86862@ezcorean:86862
439	굳어진		candied		2006-01-16T09:52:46Z	engdic-20863@ezcorean:20863
440	굴뚝을 같춘		funneled		2006-01-16T09:52:46Z	engdic-73818@ezcorean:73818
441	굴욕을 참고 목적을이루다		stoop		2006-01-16T09:52:46Z	engdic-177324@ezcorean:177324
442	굴절		deflection		2006-01-16T09:52:46Z	engdic-48313@ezcorean:48313
443	굴절시키다		refract		2006-01-16T09:52:46Z	engdic-149482@ezcorean:149482
444	굴착기		navvy		2006-01-16T09:52:46Z	engdic-119078@ezcorean:119078
445	굴하지 않다		carry(keep)a stiff upper  lip		2006-01-16T09:52:46Z	engdic-106602@ezcorean:106602
446	굵은 채찍		cart whip		2006-01-16T09:52:46Z	engdic-22592@ezcorean:22592
447	굶주리게 하다		starve		2006-01-16T09:52:46Z	engdic-175918@ezcorean:175918
448	굼뜬		lymphatic		2006-01-16T09:52:46Z	engdic-108963@ezcorean:108963
449	굽		stem		2006-01-16T09:52:46Z	engdic-176358@ezcorean:176358
450	굽은		taliped		2006-01-16T09:52:46Z	engdic-182461@ezcorean:182461
451	궁정기사		court circular		2006-01-16T09:52:46Z	engdic-41172@ezcorean:41172
452	궁지에 몰려서		with one's back to the  wall		2006-01-16T09:52:46Z	engdic-199721@ezcorean:199721
453	궁지에 빠지다		go to the  wall		2006-01-16T09:52:46Z	engdic-199717@ezcorean:199717
454	권력		puissance		2006-01-16T09:52:46Z	engdic-141972@ezcorean:141972
455	권리		privilege		2006-01-16T09:52:46Z	engdic-139383@ezcorean:139383
456	권법		kung fu		2006-01-16T09:52:46Z	engdic-103106@ezcorean:103106
457	권총 케이스		holster		2006-01-16T09:52:46Z	engdic-87002@ezcorean:87002
458	권총을 들이대고		at  gunpoint		2006-01-16T09:52:46Z	engdic-81372@ezcorean:81372
459	권표 받드는 사람		verger		2006-01-16T09:52:46Z	engdic-197301@ezcorean:197301
460	궤도		orbit (around an object)		2009-03-29T00:16:55Z	joe-125851@ezcorean:125851
461	궤도 사용권		trackage		2006-01-16T09:52:46Z	engdic-188180@ezcorean:188180
462	궤도에 올리다		orbit		2006-01-16T09:52:46Z	engdic-125856@ezcorean:125856
463	귀가 드러난		crop-eared		2006-01-16T09:52:46Z	engdic-43491@ezcorean:43491
464	귀때		lip		2006-01-16T09:52:46Z	engdic-106599@ezcorean:106599
465	귀선 유전		throwback		2006-01-16T09:52:46Z	engdic-185733@ezcorean:185733
466	귀여운 사람		mavourneen, -nin		2006-01-16T09:52:46Z	engdic-112283@ezcorean:112283
467	귀절		verse		2006-01-16T09:52:46Z	engdic-197439@ezcorean:197439
468	귀족의 저택		country house		2006-01-16T09:52:46Z	engdic-40911@ezcorean:40911
469	귀천		gentle		2006-01-16T09:52:46Z	engdic-76119@ezcorean:76119
470	규정에 따라 요리하다		kosher		2006-01-16T09:52:46Z	engdic-103044@ezcorean:103044
471	규정에 맞는		kosher		2006-01-16T09:52:46Z	engdic-103039@ezcorean:103039
472	규정하다		ordain		2006-01-16T09:52:46Z	engdic-125897@ezcorean:125897
473	규정항로		lane		2006-01-16T09:52:46Z	engdic-103851@ezcorean:103851
474	규칙		order		2006-01-16T09:52:46Z	engdic-125907@ezcorean:125907
475	규칙대로의		according to  Hoyle		2006-01-16T09:52:46Z	engdic-88481@ezcorean:88481
476	균형식		balanced		2006-01-16T09:52:46Z	engdic-10477@ezcorean:10477
477	그 동안		the  while		2006-01-16T09:52:46Z	engdic-201961@ezcorean:201961
478	그 밖에		over		2006-01-16T09:52:46Z	engdic-126990@ezcorean:126990
479	그 상표		masonite		2006-01-16T09:52:46Z	engdic-111597@ezcorean:111597
480	그 상표명		magic eye		2006-01-16T09:52:46Z	engdic-109421@ezcorean:109421
481	그 자격으로		as  such		2006-01-16T09:52:46Z	engdic-179460@ezcorean:179460
482	그 자리에서 꼼짝 못하게 하다		transfix		2006-01-16T09:52:46Z	engdic-188657@ezcorean:188657
483	그 후 쭉		ever  since		2006-01-16T09:52:46Z	engdic-168744@ezcorean:168744
484	그것으로 됐다		and  welcome		2006-01-16T09:52:46Z	engdic-201324@ezcorean:201324
485	그것은 다소 위안이 된다		That is  something		2006-01-16T09:52:46Z	engdic-172320@ezcorean:172320
486	그네 곡예사		trapezist		2006-01-16T09:52:46Z	engdic-188965@ezcorean:188965
487	그다지 도움이 안되다		go little  way		2006-01-16T09:52:46Z	engdic-200794@ezcorean:200794
488	그대로		sic		2006-01-16T09:52:46Z	engdic-168076@ezcorean:168076
489	그라미시딘항생물질의 하나		gramicidin		2006-01-16T09:52:46Z	engdic-78986@ezcorean:78986
490	그래도		though		2006-01-16T09:52:46Z	engdic-185362@ezcorean:185362
491	그러나		but  then		2006-01-16T09:52:46Z	engdic-184717@ezcorean:184717
492	그러나 너무 하지 않게		ma non  troppo		2006-01-16T09:52:46Z	engdic-190060@ezcorean:190060
493	그러모은		scratchy		2006-01-16T09:52:46Z	engdic-163436@ezcorean:163436
494	그런데		now  then		2006-01-16T09:52:46Z	engdic-184718@ezcorean:184718
495	그렇다 치더라도		at  that		2006-01-16T09:52:46Z	engdic-184592@ezcorean:184592
496	그로기가 된		punchy		2006-01-16T09:52:46Z	engdic-142277@ezcorean:142277
497	그리고 나서		and  then		2006-01-16T09:52:46Z	engdic-184715@ezcorean:184715
498	그림 패		court card		2006-01-16T09:52:46Z	engdic-41171@ezcorean:41171
499	그만두다		let		2006-01-16T09:52:46Z	engdic-105476@ezcorean:105476
500	그의 이름을		for his name's  sake		2006-01-16T09:52:46Z	engdic-161230@ezcorean:161230
501	그치		my  gentleman		2006-01-16T09:52:46Z	engdic-76145@ezcorean:76145
502	극단으로		up to the  handle		2006-01-16T09:52:46Z	engdic-82741@ezcorean:82741
503	극단적으로		to the  limit		2006-01-16T09:52:46Z	engdic-106325@ezcorean:106325
504	극단파		lunatic fringe		2006-01-16T09:52:46Z	engdic-108746@ezcorean:108746
505	극도로		to the  utmost		2006-01-16T09:52:46Z	engdic-196034@ezcorean:196034
506	극량		maximum dose		2006-01-16T09:52:46Z	engdic-112310@ezcorean:112310
507	극북의 땅		Thule		2006-01-16T09:52:46Z	engdic-185790@ezcorean:185790
508	극소 부분의 연구		microstudy		2006-01-16T09:52:46Z	engdic-114372@ezcorean:114372
509	극소 전자 공학		molectronics		2006-01-16T09:52:46Z	engdic-116304@ezcorean:116304
510	극소 전자공학		microelectronics		2006-01-16T09:52:46Z	engdic-114225@ezcorean:114225
511	극소본		micro book		2006-01-16T09:52:46Z	engdic-114176@ezcorean:114176
512	극진히 돌보다		cocker		2006-01-16T09:52:46Z	engdic-31732@ezcorean:31732
513	극한		frozen limit		2006-01-16T09:52:46Z	engdic-73207@ezcorean:73207
514	근류 박테리아		rhizobium		2006-01-16T09:52:46Z	engdic-155534@ezcorean:155534
515	근친인		near (next) of  kin		2006-01-16T09:52:46Z	engdic-102351@ezcorean:102351
516	근해 어업		offshore		2006-01-16T09:52:46Z	engdic-124644@ezcorean:124644
517	긁어 넣듯이 처먹다		tuck		2006-01-16T09:52:46Z	engdic-190596@ezcorean:190596
518	금 테드리		matting		2006-01-16T09:52:46Z	engdic-112171@ezcorean:112171
519	금고 털이		safeblowing		2006-01-16T09:52:46Z	engdic-161039@ezcorean:161039
520	금기		taboo		2006-01-16T09:52:46Z	engdic-182016@ezcorean:182016
521	금몰		gold  lace		2006-01-16T09:52:46Z	engdic-103244@ezcorean:103244
522	금성 탐측기		Venik		2006-01-16T09:52:46Z	engdic-197056@ezcorean:197056
523	금일	今日	today, the day in question		2009-01-24T10:42:34Z	exchange-211237@ezcorean:211237
524	금제선		forbidden line		2006-01-16T09:52:46Z	engdic-70694@ezcorean:70694
525	금지		proscription		2006-01-16T09:52:46Z	engdic-140766@ezcorean:140766
526	금지령을 선포하다		proclaim		2006-01-16T09:52:46Z	engdic-139652@ezcorean:139652
527	급변		flipflap		2006-01-16T09:52:46Z	engdic-68905@ezcorean:68905
528	급변		flipflop		2006-01-16T09:52:46Z	engdic-68915@ezcorean:68915
529	급속 냉동하다		frost		2006-01-16T09:52:46Z	engdic-73120@ezcorean:73120
530	급수장		watering place		2006-01-16T09:52:46Z	engdic-200539@ezcorean:200539
531	급함		hurry		2006-01-16T09:52:46Z	engdic-89022@ezcorean:89022
532	기		power, vitality, energy		2008-08-06T19:06:20Z	joe-206863@ezcorean:206863
533	기 (를 쓰다)		to use/take up energy		2008-08-06T19:06:34Z	joe-206864@ezcorean:206864
534	기가 죽다		funk		2006-01-16T09:52:46Z	engdic-73797@ezcorean:73797
535	기계 수리 기술자		millwright		2006-01-16T09:52:46Z	engdic-114944@ezcorean:114944
536	기계 언어		machine language		2006-01-16T09:52:46Z	engdic-109134@ezcorean:109134
537	기계어		machine word		2006-01-16T09:52:46Z	engdic-109161@ezcorean:109161
538	기계적으로 규칙바른		metronomic, -ical		2006-01-16T09:52:46Z	engdic-114045@ezcorean:114045
539	기관		machinery		2006-01-16T09:52:46Z	engdic-109147@ezcorean:109147
540	기관		organ		2006-01-16T09:52:46Z	engdic-125980@ezcorean:125980
541	기관차		locomotive		2006-01-16T09:52:46Z	engdic-107372@ezcorean:107372
542	기꺼이		nothing  loath		2006-01-16T09:52:46Z	engdic-107169@ezcorean:107169
543	기꺼이 받아들이는		acceptant		2006-01-16T09:52:46Z	engdic-685@ezcorean:685
544	기껏해야		at the (very)  outside		2006-01-16T09:52:46Z	engdic-126840@ezcorean:126840
